name,address,website,phone,source_url,sector,employees_estimate,business_type,cnpj,capital_social,socios
MGN Soluções Automotivas,,,,https://www.google.com/maps/place/MGN+Solu%C3%A7%C3%B5es+Automotivas/data=!4m7!3m6!1s0x94cef9c0ba67ef61:0xb51006e098fe9e80!8m2!3d-23.4931046!4d-46.7460724!16s%2Fg%2F11rcl2szcm!19sChIJYe9nusD5zpQRgJ7-mOAGELU?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Oficina Mecânica Adonai,,,,https://www.google.com/maps/place/Oficina+Mec%C3%A2nica+Adonai/data=!4m7!3m6!1s0x94cefed837ad1b61:0xab63986dd489c2f!8m2!3d-23.5127864!4d-46.7586097!16s%2Fg%2F1ptw9zyqs!19sChIJYRutN9j-zpQRL5xI3YY5tgo?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
JOELSON CASSIMIRO OFICINA MECANICA,,,,https://www.google.com/maps/place/JOELSON+CASSIMIRO+OFICINA+MECANICA/data=!4m7!3m6!1s0x94ce59003e1c20e3:0x4e2edf1d2bd99ead!8m2!3d-23.5554188!4d-46.6435603!16s%2Fg%2F11w908ngvk!19sChIJ4yAcPgBZzpQRrZ7ZKx3fLk4?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
AUTO MECÂNICA J.S Cars,,,,https://www.google.com/maps/place/AUTO+MEC%C3%82NICA+J.S+Cars/data=!4m7!3m6!1s0x94cef9e286a61c35:0xbfcf0b39a9be306a!8m2!3d-23.502375!4d-46.7466045!16s%2Fg%2F11pg8g4vmj!19sChIJNRymhuL5zpQRajC-qTkLz78?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Navega Mecânica,,,,https://www.google.com/maps/place/Navega+Mec%C3%A2nica/data=!4m7!3m6!1s0x94ce5a06db58249d:0x29792d578cb57046!8m2!3d-23.6033543!4d-46.667705!16s%2Fg%2F1vn9q6bx!19sChIJnSRY2wZazpQRRnC1jFcteSk?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Socorro mecânico São Paulo (Mecânica diesel móvel),,,,https://www.google.com/maps/place/Socorro+mec%C3%A2nico+S%C3%A3o+Paulo+%28Mec%C3%A2nica+diesel+m%C3%B3vel%29/data=!4m7!3m6!1s0x94ce433f693db781:0x6a085c53ebce70f7!8m2!3d-23.5155054!4d-46.6103447!16s%2Fg%2F11v0k69xsz!19sChIJgbc9aT9DzpQR93DO61NcCGo?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Oficina do Quintano,,,,https://www.google.com/maps/place/Oficina+do+Quintano/data=!4m7!3m6!1s0x94cef954cc7dd809:0x4564d146cf7db96c!8m2!3d-23.5046919!4d-46.6968!16s%2Fg%2F11txlgv2fr!19sChIJCdh9zFT5zpQRbLl9z0bRZEU?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
R1 Mecanica Serviço Automotivo,,,,https://www.google.com/maps/place/R1+Mecanica+Servi%C3%A7o+Automotivo/data=!4m7!3m6!1s0x94cefed54ad6804b:0xabfcb1b47a1d986!8m2!3d-23.5099419!4d-46.7479481!16s%2Fg%2F1ptxhby4j!19sChIJS4DWStX-zpQRhtmhRxvLvwo?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Mecânica-Funilaria e pintura em São paulo-Perdizes-GP IMPORTS-Manutenção em Blindados,,,,https://www.google.com/maps/place/Mec%C3%A2nica-Funilaria+e+pintura+em+S%C3%A3o+paulo-Perdizes-GP+IMPORTS-Manuten%C3%A7%C3%A3o+em+Blindados/data=!4m7!3m6!1s0x94ce57f7630ac273:0x3d808f58ec733183!8m2!3d-23.5319452!4d-46.6750636!16s%2Fg%2F1td43m9n!19sChIJc8IKY_dXzpQRgzFz7FiPgD0?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Auto Mecanica São Paulo,,,,https://www.google.com/maps/place/Auto+Mecanica+S%C3%A3o+Paulo/data=!4m7!3m6!1s0x94f42de66882b8ed:0x91aa0868383b36fb!8m2!3d-25.2248115!4d-54.7061532!16s%2Fg%2F11dylyvvn5!19sChIJ7biCaOYt9JQR-zY7OGgIqpE?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Klicyair - Ar Condicionado Automotivo,,,,https://www.google.com/maps/place/Klicyair+-+Ar+Condicionado+Automotivo/data=!4m7!3m6!1s0x94ce583233260a6f:0x7d22b21d1d1c93ec!8m2!3d-23.5525952!4d-46.6585698!16s%2Fg%2F1tflz014!19sChIJbwomMzJYzpQR7JMcHR2yIn0?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Wil Mec Mecânica e Câmbio Automático,,,,https://www.google.com/maps/place/Wil+Mec+Mec%C3%A2nica+e+C%C3%A2mbio+Autom%C3%A1tico/data=!4m7!3m6!1s0x94ce63ec3c0d89f7:0xe439888ae671351c!8m2!3d-23.5004232!4d-46.4242232!16s%2Fg%2F1pt_7yd9j!19sChIJ94kNPOxjzpQRHDVx5oqIOeQ?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Mecânica Paulo,,,,https://www.google.com/maps/place/Mec%C3%A2nica+Paulo/data=!4m7!3m6!1s0x94f3d7e4a1824179:0xef2b916264ce4704!8m2!3d-24.9590699!4d-53.5002854!16s%2Fg%2F11f62dl60k!19sChIJeUGCoeTX85QRBEfOZGKRK-8?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Alpha Convenience Serviços Automotivos Ltda,,,,https://www.google.com/maps/place/Alpha+Convenience+Servi%C3%A7os+Automotivos+Ltda/data=!4m7!3m6!1s0x94ce598fe52361e3:0x3845e04bb71d3cf8!8m2!3d-23.5522192!4d-46.6572778!16s%2Fg%2F11y496c_7p!19sChIJ42Ej5Y9ZzpQR-Dwdt0vgRTg?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
